Department,Term,TermStart,AcademicYear,SectionName,SubjectCode,CourseNum,SectionCode,CourseLevelCode,MinimumCredits,FacultyLoad,Used,Day10Used,LocalMax,GlobalMax,RoomCapacity,BuildingAndRoom,MeetingDays,MeetingTime,SectionStartDate,SectionEndDate,Building,RoomNumber,MeetingStart,MeetingStartInternal,MeetingEnd,MeetingEndInternal,Monday,Tuesday,Wednesday,Thursday,Friday,ShortTitle,Faculty,SectionStatus,InstructionalMethod
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-172-B,MATH,172,B,100,4.00,4.00,0,,20,32,44,NH 276,MTWF,11:30AM - 12:20PM,1/10/2022,4/28/2022,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Calculus II,James Turner,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-172-B,MATH,172,B,100,4.00,4.00,4,,20,32,32,NH 259,MTWF,2:30PM - 3:20PM,8/30/2021,12/15/2021,NH,259,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Calculus II,John Ferdinands,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-172-C,MATH,172,C,100,4.00,4.00,0,,20,32,45,NH 295,MTWF,2:30PM - 3:20PM,1/10/2022,4/28/2022,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Calculus II,John Ferdinands,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-172-D,MATH,172,D,100,4.00,4.00,0,,20,32,45,NH 295,MTWF,12:30PM - 1:20PM,1/10/2022,4/28/2022,NH,295,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,Calculus II,James Turner,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-190-A,MATH,190,A,100,1.00,0.00,0,,30,,44,NH 276,W,3:30PM - 4:20PM,8/30/2021,12/15/2021,NH,276,3:30PM,15:30:00,4:20PM,16:20:00,,,W,,,First-year Seminar in Math,"Todd Kapitula
Thomas L. Scofield",Active,SEM
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-221-A,MATH,221,A,200,4.00,4.00,0,,26,32,32,NH 251,MTTHF,12:30PM - 1:20PM,8/30/2021,12/15/2021,NH,251,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Real Nbr Sys/Meth for Elem Sch,Dr. David B. Klanderman,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-221-A,MATH,221,A,200,4.00,4.00,0,,26,32,32,NH 251,MTTHF,1:30PM - 2:20PM,1/10/2022,4/28/2022,NH,251,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Real Nbr Sys/Meth for Elem Sch,Dr. David B. Klanderman,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-222-A,MATH,222,A,200,4.00,4.00,7,,26,32,32,NH 251,TTH,1:30PM - 3:20PM,8/30/2021,12/15/2021,NH,251,1:30PM,13:30:00,3:20PM,15:20:00,,T,,TH,,Geometry/Meth for Elem Sch,Dr. David B. Klanderman,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-222-A,MATH,222,A,200,4.00,4.00,0,,26,32,32,NH 251,MTTHF,2:30PM - 3:20PM,1/10/2022,4/28/2022,NH,251,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Geometry/Meth for Elem Sch,Gary Talsma,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-231-A,MATH,231,A,200,4.00,4.00,0,,24,32,32,NH 259,MWTHF,9:00AM - 9:50AM,1/10/2022,4/28/2022,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Diff Equ With Linear Algebra,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-231-A,MATH,231,A,200,4.00,4.00,3,,24,32,44,NH 276,MTWF,2:30PM - 3:20PM,8/30/2021,12/15/2021,NH,276,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Diff Equ With Linear Algebra,Nathan S Sunukjian,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-231-B,MATH,231,B,200,4.00,4.00,0,,24,32,32,NH 251,MWTHF,10:30AM - 11:20AM,1/10/2022,4/28/2022,NH,251,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,TH,F,Diff Equ With Linear Algebra,Todd Kapitula,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-231-C,MATH,231,C,200,4.00,4.00,0,,24,32,32,NH 251,MWTHF,11:30AM - 12:20PM,1/10/2022,4/28/2022,NH,251,11:30AM,11:30:00,12:20PM,12:20:00,M,,W,TH,F,Diff Equ With Linear Algebra,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-251-A,MATH,251,A,200,3.00,3.00,3,,16,24,32,NH 259,MWF,11:30AM - 12:20PM,8/30/2021,12/15/2021,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,M,,W,,F,Discrete Mathematics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-251-B,MATH,251,B,200,3.00,3.00,3,,16,24,32,NH 259,MWF,12:30PM - 1:20PM,8/30/2021,12/15/2021,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,,F,Discrete Mathematics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-252-A,MATH,252,A,100,3.00,3.00,0,,30,,32,NH 259,MWF,11:30AM - 12:20PM,1/10/2022,4/28/2022,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,M,,W,,F,Discrete Math for Computer Sci,Randall Pruim,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-252-B,MATH,252,B,100,3.00,3.00,0,,30,,32,NH 259,MWF,12:30PM - 1:20PM,1/10/2022,4/28/2022,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,,F,Discrete Math for Computer Sci,Randall Pruim,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-255-A,MATH,255,A,200,4.00,4.00,8,,30,30,32,NH 251,MWF,11:30AM - 12:20PM,8/30/2021,12/15/2021,NH,251,11:30AM,11:30:00,12:20PM,12:20:00,M,,W,,F,Introductory Linear Algebra,Nathan S Sunukjian,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-270-A,MATH,270,A,200,3.00,0.00,0,,20,20,44,NH 276,MTWF,11:30AM - 12:20PM,8/30/2021,12/15/2021,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Intro to Multivariable Calc,James Turner,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-270-B,MATH,270,B,200,3.00,0.00,1,,20,20,32,NH 259,MTWF,10:30AM - 11:20AM,8/30/2021,12/15/2021,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Intro to Multivariable Calc,Todd Kapitula,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-270-C,MATH,270,C,200,3.00,0.00,1,,20,20,32,NH 259,MTWF,1:30PM - 2:20PM,8/30/2021,12/15/2021,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,T,W,,F,Intro to Multivariable Calc,James Turner,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-271-A,MATH,271,A,200,4.00,4.00,0,,30,,44,NH 276,MWTHF,9:00AM - 9:50AM,1/10/2022,4/28/2022,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Multivariable Calculus,John Ferdinands,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-271-A,MATH,271,A,200,4.00,4.00,2,,20,20,44,NH 276,MTWF,11:30AM - 12:20PM,8/30/2021,12/15/2021,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Multivariable Calculus,James Turner,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-271-B,MATH,271,B,200,4.00,4.00,1,,20,20,32,NH 259,MTWF,10:30AM - 11:20AM,8/30/2021,12/15/2021,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,M,T,W,,F,Multivariable Calculus,Todd Kapitula,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-271-C,MATH,271,C,200,4.00,4.00,1,,20,20,32,NH 259,MTWF,1:30PM - 2:20PM,8/30/2021,12/15/2021,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,T,W,,F,Multivariable Calculus,James Turner,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-301-A,MATH,301,A,300,4.00,4.00,0,,20,,32,NH 259,MTWF,2:30PM - 3:20PM,1/10/2022,4/28/2022,NH,259,2:30PM,14:30:00,3:20PM,15:20:00,M,T,W,,F,Foundations of Geometry,James Turner,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-323-A,MATH,323,A,300,2.00,3.00,0,,20,20,32,NH 251,MW,8:00AM - 9:50AM,1/10/2022,4/28/2022,NH,251,8:00AM,08:00:00,9:50AM,09:50:00,M,,W,,,Teaching Math Elem/Middle Sch,Dr. David B. Klanderman,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-323-A,MATH,323,A,300,2.00,3.00,14,,20,20,32,NH 251,MW,8:00AM - 9:50AM,8/30/2021,12/15/2021,NH,251,8:00AM,08:00:00,9:50AM,09:50:00,M,,W,,,Teaching Math Elem/Middle Sch,Jane E Genzink,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-327-A,MATH,327,A,300,3.00,3.00,0,,,,44,NH 276,MTH,8:00PM - 9:15PM,1/10/2022,4/28/2022,NH,276,8:00PM,20:00:00,9:15PM,21:15:00,M,,,TH,,Middle Grades Math Methods,Dr. David B. Klanderman,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-331-A,MATH,331,A,300,4.00,4.00,10,,30,,20,NH 261,MTWF,11:30AM - 12:20PM,8/30/2021,12/15/2021,NH,261,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Nonlinear Dynamics & Chaos,Todd Kapitula,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-351-A,MATH,351,A,300,4.00,4.00,0,,35,,20,NH 261,MWTHF,12:30PM - 1:20PM,1/10/2022,4/28/2022,NH,261,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,TH,F,Abstract Algebra,Nathan S Sunukjian,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-355-A,MATH,355,A,300,4.00,4.00,0,,25,,20,NH 261,MTWF,11:30AM - 12:20PM,1/10/2022,4/28/2022,NH,261,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Adv Linear Algebra,Christopher Moseley,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-359-A,MATH,359,A,300,3.00,0.50,1,,30,,32,NH 251,TH,6:00PM - 8:30PM,8/30/2021,12/15/2021,NH,251,6:00PM,18:00:00,8:30PM,20:30:00,,,,TH,,Sem: Sec Teaching of Math,Dr. David B. Klanderman,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-361-A,MATH,361,A,300,4.00,4.00,15,,25,,20,NH 261,MTWF,12:30PM - 1:20PM,8/30/2021,12/15/2021,NH,261,12:30PM,12:30:00,1:20PM,13:20:00,M,T,W,,F,Real Analysis I,John Ferdinands,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-365-A,MATH,365,A,300,4.00,4.00,0,,20,,32,NH 259,MTWF,8:00AM - 8:50AM,1/10/2022,4/28/2022,NH,259,8:00AM,08:00:00,8:50AM,08:50:00,M,T,W,,F,Complex Variables,Michael Bolt,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-385-A,MATH,385,A,300,3.00,3.00,7,,25,25,20,NH 261,MWF,10:30AM - 11:20AM,8/30/2021,12/15/2021,NH,261,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,,F,Topics in Mathematics,Christopher Moseley,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,MATH-391-A,MATH,391,A,300,0.00,1.00,0,,47,,44,NH 276,TH,3:40PM - 4:30PM,1/10/2022,4/28/2022,NH,276,3:40PM,15:40:00,4:30PM,16:30:00,,,,TH,,Colloquium,Dr. David B. Klanderman,Active,SEM
Mathematics and Statistics,21/FA,8/30/2021,2021,MATH-391-A,MATH,391,A,300,0.00,1.00,6,,47,,44,NH 276,TH,3:40PM - 4:30PM,8/30/2021,12/15/2021,NH,276,3:40PM,15:40:00,4:30PM,16:30:00,,,,TH,,Colloquium,Christopher Moseley,Active,SEM
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-143-A,STAT,143,A,100,4.00,4.00,3,,24,36,45,NH 295,MTTHF,8:00AM - 8:50AM,8/30/2021,12/15/2021,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-143-A,STAT,143,A,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,8:00AM - 8:50AM,1/10/2022,4/28/2022,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-143-B,STAT,143,B,100,4.00,4.00,6,,24,36,45,NH 295,MTTHF,9:00AM - 9:50AM,8/30/2021,12/15/2021,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-143-B,STAT,143,B,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,9:00AM - 9:50AM,1/10/2022,4/28/2022,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-143-C,STAT,143,C,100,4.00,4.00,1,,24,36,45,NH 295,MTTHF,10:30AM - 11:20AM,8/30/2021,12/15/2021,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-143-C,STAT,143,C,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,10:30AM - 11:20AM,1/10/2022,4/28/2022,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Michael Bolt,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-143-D,STAT,143,D,100,4.00,4.00,0,,24,36,45,NH 295,MTWF,11:30AM - 12:20PM,8/30/2021,12/15/2021,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,W,,F,Probability and Statistics,Michael Bolt,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-143-D,STAT,143,D,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,11:30AM - 12:20PM,1/10/2022,4/28/2022,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Nathan S Sunukjian,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-143-E,STAT,143,E,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,1:30PM - 2:20PM,1/10/2022,4/28/2022,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Nathan S Sunukjian,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-145-A,STAT,145,A,100,4.00,4.00,0,,32,,44,NH 276,MWTHF,12:30PM - 1:20PM,1/10/2022,4/28/2022,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,TH,F,Biostatistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-145-A,STAT,145,A,100,4.00,4.00,0,,32,,32,NH 259,MTWF,9:00AM - 9:50AM,8/30/2021,12/15/2021,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Biostatistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-241-A,STAT,241,A,200,2.00,2.00,0,,32,,32,NH 259,TTH,11:30AM - 12:20PM,1/10/2022,4/28/2022,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,,T,,TH,,Engineering Statistics,Todd Kapitula,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-241-B,STAT,241,B,200,2.00,2.00,0,,32,,32,NH 259,TTH,12:30PM - 1:20PM,1/10/2022,4/28/2022,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,,T,,TH,,Engineering Statistics,Todd Kapitula,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-243-A,STAT,243,A,200,4.00,4.00,0,,35,,44,NH 276,MTTHF,10:30AM - 11:20AM,1/10/2022,4/28/2022,NH,276,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-245-A,STAT,245,A,200,4.00,4.00,20,,20,32,44,NH 276,MTTHF,12:30PM - 1:20PM,8/30/2021,12/15/2021,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Applied Data Analysis,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-343-A,STAT,343,A,300,4.00,4.00,20,,30,,20,NH 261,MTTHF,1:30PM - 2:20PM,8/30/2021,12/15/2021,NH,261,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability & Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,22/SP,1/10/2022,2021,STAT-344-A,STAT,344,A,300,4.00,4.00,0,,20,,44,NH 276,MTTHF,1:30PM - 2:20PM,1/10/2022,4/28/2022,NH,276,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Mathematical Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,21/FA,8/30/2021,2021,STAT-385-A,STAT,385,A,300,3.00,3.00,0,,25,25,20,NH 261,MWF,10:30AM - 11:20AM,8/30/2021,12/15/2021,NH,261,10:30AM,10:30:00,11:20AM,11:20:00,M,,W,,F,Topics in Statistics,Christopher Moseley,Active,LEC

