Department,Term,TermStart,AcademicYear,SectionName,SubjectCode,CourseNum,SectionCode,CourseLevelCode,MinimumCredits,FacultyLoad,Used,Day10Used,LocalMax,GlobalMax,RoomCapacity,BuildingAndRoom,MeetingDays,MeetingTime,SectionStartDate,SectionEndDate,Building,RoomNumber,MeetingStart,MeetingStartInternal,MeetingEnd,MeetingEndInternal,Monday,Tuesday,Wednesday,Thursday,Friday,ShortTitle,Faculty,SectionStatus,InstructionalMethod
Mathematics and Statistics,18/FA,9/4/2018,2018,MATH-391-A,MATH,391,A,300,0.00,1.00,17,17,45,45,44,NH 276,TH,3:30PM - 4:30PM,9/4/2018,12/18/2018,NH,276,3:30PM,15:30:00,4:30PM,16:30:00,,,,TH,,Colloquium,James Turner,Active,SEM
Mathematics and Statistics,18/SP,1/29/2018,2017,MATH-391-A,MATH,391,A,300,0.00,1.00,20,20,47,,44,NH 276,TH,3:30PM - 4:20PM,1/29/2018,5/17/2018,NH,276,3:30PM,15:30:00,4:20PM,16:20:00,,,,TH,,Colloquium,"Gary Talsma
James Turner",Active,SEM
Mathematics and Statistics,16/SP,2/1/2016,2015,MATH-395-01,MATH,395,01,300,2.00,0.00,1,1,,,0,,,,2/1/2016,5/19/2016,,,,,,,,,,,,Senior Thesis in Mathematics,Christopher Moseley,Active,TUT
Mathematics and Statistics,16/SP,2/1/2016,2015,MATH-395-02,MATH,395,02,300,4.00,0.00,0,,,,0,,,,2/1/2016,5/19/2016,,,,,,,,,,,,Senior Thesis in Mathematics,James Turner,Active,IND
Mathematics and Statistics,20/SP,2/3/2020,2019,MATH-395-A,MATH,395,A,300,4.00,0.00,1,1,,,0,,,,2/3/2020,5/21/2020,,,,,,,,,,,,Senior Thesis in Mathematics,Todd Kapitula,Active,TUT
Mathematics and Statistics,18/SP,1/29/2018,2017,MATH-395-A,MATH,395,A,300,2.00,0.00,1,1,,,0,,,,1/29/2018,5/17/2018,,,,,,,,,,,,Senior Thesis in Mathematics,Nathan Sunukjian,Active,IND
Mathematics and Statistics,15/FA,9/8/2015,2015,MATH-395-A,MATH,395,A,300,2.00,0.00,1,,,,0,,,,9/8/2015,12/18/2015,,,,,,,,,,,,Senior Thesis in Mathematics,Christopher Moseley,Active,IND
Mathematics and Statistics,16/FA,9/6/2016,2016,MATH-395-A,MATH,395,A,300,1.00,0.00,1,1,,,0,,,,9/6/2016,12/20/2016,,,,,,,,,,,,Senior Thesis in Mathematics,Christopher Moseley,Active,IND
Mathematics and Statistics,17/FA,9/5/2017,2017,MATH-395-A,MATH,395,A,300,2.00,0.00,1,1,,,0,,,,9/5/2017,12/19/2017,,,,,,,,,,,,Senior Thesis in Mathematics,Nathan Sunukjian,Active,IND
Mathematics and Statistics,18/IN,1/3/2018,2017,MATH-W80-A,MATH,W80,A,100,3.00,3.00,13,,20,24,32,NH 251,MTWTHF,8:30AM - 12:00PM,1/3/2018,1/23/2018,NH,251,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Materials for K-8 Mathematics,Janice Koop,Active,LEC
Mathematics and Statistics,16/IN,1/6/2016,2015,MATH-W80-A,MATH,W80,A,100,3.00,3.00,23,,18,20,32,NH 259,MTWTHF,8:30AM - 12:00PM,1/6/2016,1/26/2016,NH,259,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Mathemagic:AdvProblem Solving,Christopher Moseley,Active,LEC
Mathematics and Statistics,17/IN,1/4/2017,2016,MATH-W80-A,MATH,W80,A,100,3.00,3.00,12,,24,24,32,NH 259,MTWTHF,8:30AM - 12:00PM,1/4/2017,1/24/2017,NH,259,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Calculus on Manifolds,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,18/IN,1/3/2018,2017,MATH-W81-A,MATH,W81,A,100,3.00,3.00,30,,30,30,48,NH 159,MTWTHF,8:30AM - 12:00PM,1/3/2018,1/23/2018,NH,159,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Detecting patterns in data,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,16/IN,1/6/2016,2015,MATH-W81-A,MATH,W81,A,100,3.00,3.00,18,,16,20,32,NH 251,MTWTHF,8:30AM - 12:00PM,1/6/2016,1/26/2016,NH,251,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Materials for K-8 Mathematics,Janice Koop,Active,LEC
Mathematics and Statistics,20/IN,1/8/2020,2019,MATH-W81-A,MATH,W81,A,100,3.00,3.00,11,,25,28,32,NH 251,MTWTHF,2:00PM - 5:00PM,1/8/2020,1/28/2020,NH,251,2:00PM,14:00:00,5:00PM,17:00:00,M,T,W,TH,F,Mathemagic: Adv Prob Solving,Christopher Moseley,Active,LEC
Mathematics and Statistics,17/IN,1/4/2017,2016,MATH-W81-A,MATH,W81,A,100,3.00,3.00,19,,18,20,20,NH 261,MTWTHF,2:00PM - 5:00PM,1/4/2017,1/24/2017,NH,261,2:00PM,14:00:00,5:00PM,17:00:00,M,T,W,TH,F,Mathematics & Industry,Todd Kapitula,Active,LEC
Mathematics and Statistics,18/IN,1/3/2018,2017,MATH-W82-A,MATH,W82,A,100,3.00,3.00,15,,20,24,20,NH 261,MTWTHF,2:00PM - 5:00PM,1/3/2018,1/23/2018,NH,261,2:00PM,14:00:00,5:00PM,17:00:00,M,T,W,TH,F,Mathemagic: Adv. Prob Solving,Christopher Moseley,Active,LEC
Mathematics and Statistics,19/IN,1/3/2019,2018,MATH-W82-A,MATH,W82,A,100,3.00,3.00,14,,24,28,20,NH 261,MTWTHF,2:00PM - 5:00PM,1/3/2019,1/23/2019,NH,261,2:00PM,14:00:00,5:00PM,17:00:00,M,T,W,TH,F,Physics for Mathematicians,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,20/IN,1/8/2020,2019,MATH-W82-A,MATH,W82,A,100,3.00,3.00,30,,28,28,33,SB 372,MTWTHF,8:30AM - 12:00PM,1/8/2020,1/28/2020,SB,372,8:30AM,08:30:00,12:00PM,12:00:00,M,T,W,TH,F,Interactive Data Visual W/ D3,Randall Pruim,Active,LEC
Mathematics and Statistics,21/IN,1/6/2021,2020,MATH-W83-A,MATH,W83,A,100,3.00,3.00,0,,24,24,0,,,,1/6/2021,1/26/2021,,,,,,,,,,,,Mathematics Interim,Todd Kapitula,Active,LEC
Mathematics and Statistics,19/IN,1/3/2019,2018,MATH-W83-A,MATH,W83,A,100,3.00,3.00,10,,24,28,17,"NH 276
NH 069","MTWTHF
",2:00PM - 5:00PM,1/3/2019,1/23/2019,"NH
NH","276
069",2:00PM,14:00:00,5:00PM,17:00:00,"M
","T
","W
","TH
","F
",Nonlinear Dynamics,Todd Kapitula,Active,LEC
Mathematics and Statistics,21/IN,1/6/2021,2020,MATH-W84-A,MATH,W84,A,100,3.00,3.00,0,,28,24,0,,,,1/6/2021,1/26/2021,,,,,,,,,,,,Math Interim,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,16/SU,5/20/2016,2015,STAT-143-01,STAT,143,01,100,4.00,0.00,1,,,,0,,,,5/20/2016,8/24/2016,,,,,,,,,,,,Probability and Statistics,Pam Plantinga,Active,TUT
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-143-A,STAT,143,A,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,8:00AM - 8:50AM,2/1/2021,5/20/2021,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-143-A,STAT,143,A,100,4.00,4.00,35,35,30,36,45,NH 295,MTTHF,8:00AM - 8:50AM,9/3/2019,12/17/2019,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-143-A,STAT,143,A,100,4.00,4.00,35,35,32,36,45,NH 295,MTTHF,8:00AM - 8:50AM,9/8/2015,12/18/2015,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-143-A,STAT,143,A,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,8:00AM - 8:50AM,9/1/2020,12/17/2020,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-143-A,STAT,143,A,100,4.00,4.00,35,35,34,36,45,NH 295,MTTHF,8:00AM - 8:50AM,1/30/2017,5/18/2017,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-143-A,STAT,143,A,100,4.00,4.00,34,36,36,36,45,NH 295,MTTHF,8:00AM - 8:50AM,2/3/2020,5/21/2020,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,18/SU,5/22/2018,2017,STAT-143-A,STAT,143,A,100,4.00,4.00,5,,24,36,20,NH 261,MTWTHF,8:30AM - 11:50AM,5/22/2018,6/19/2018,NH,261,8:30AM,08:30:00,11:50AM,11:50:00,M,T,W,TH,F,Probability and Statistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-143-A,STAT,143,A,100,4.00,4.00,34,36,36,36,45,NH 295,MTTHF,8:00AM - 8:50AM,1/28/2019,5/16/2019,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-143-A,STAT,143,A,100,4.00,4.00,35,36,33,36,45,NH 295,MTTHF,8:00AM - 8:50AM,9/6/2016,12/20/2016,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,19/SU,5/20/2019,2018,STAT-143-A,STAT,143,A,100,4.00,4.00,5,,24,36,32,NH 259,MTWTHF,8:30AM - 11:50AM,5/21/2019,6/18/2019,NH,259,8:30AM,08:30:00,11:50AM,11:50:00,M,T,W,TH,F,Probability and Statistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-143-A,STAT,143,A,100,4.00,4.00,34,37,25,36,45,NH 295,MTTHF,8:00AM - 8:50AM,9/4/2018,12/18/2018,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,17/SU,5/22/2017,2016,STAT-143-A,STAT,143,A,100,4.00,4.00,3,,14,24,45,NH 295,MTWTHF,8:30AM - 11:50AM,6/21/2017,7/19/2017,NH,295,8:30AM,08:30:00,11:50AM,11:50:00,M,T,W,TH,F,Probability and Statistics,Gary Talsma,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-143-A,STAT,143,A,100,4.00,4.00,38,38,30,36,45,NH 295,MTTHF,8:00AM - 8:50AM,9/5/2017,12/19/2017,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-143-A,STAT,143,A,100,4.00,4.00,37,37,35,36,45,NH 295,MTTHF,8:00AM - 8:50AM,2/1/2016,5/19/2016,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-143-A,STAT,143,A,100,4.00,4.00,34,35,31,36,45,NH 295,MTTHF,8:00AM - 8:50AM,1/29/2018,5/17/2018,NH,295,8:00AM,08:00:00,8:50AM,08:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-143-B,STAT,143,B,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,9:00AM - 9:50AM,2/1/2021,5/20/2021,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-143-B,STAT,143,B,100,4.00,4.00,35,35,30,36,45,NH 295,MTTHF,9:00AM - 9:50AM,9/3/2019,12/17/2019,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-143-B,STAT,143,B,100,4.00,4.00,35,36,32,36,45,NH 295,MTTHF,9:00AM - 9:50AM,9/8/2015,12/18/2015,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-143-B,STAT,143,B,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,9:00AM - 9:50AM,9/1/2020,12/17/2020,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-143-B,STAT,143,B,100,4.00,4.00,36,36,34,36,45,NH 295,MTTHF,9:00AM - 9:50AM,1/30/2017,5/18/2017,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-143-B,STAT,143,B,100,4.00,4.00,36,36,36,36,45,NH 295,MTTHF,9:00AM - 9:50AM,2/3/2020,5/21/2020,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-143-B,STAT,143,B,100,4.00,4.00,34,36,36,36,45,NH 295,MTTHF,9:00AM - 9:50AM,1/28/2019,5/16/2019,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-143-B,STAT,143,B,100,4.00,4.00,36,36,33,36,45,NH 295,MTTHF,9:00AM - 9:50AM,9/6/2016,12/20/2016,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-143-B,STAT,143,B,100,4.00,4.00,35,36,25,36,45,NH 295,MTTHF,9:00AM - 9:50AM,9/4/2018,12/18/2018,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-143-B,STAT,143,B,100,4.00,4.00,36,38,30,36,45,NH 295,MTTHF,9:00AM - 9:50AM,9/5/2017,12/19/2017,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-143-B,STAT,143,B,100,4.00,4.00,35,36,35,36,45,NH 295,MTTHF,9:00AM - 9:50AM,2/1/2016,5/19/2016,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-143-B,STAT,143,B,100,4.00,4.00,35,36,31,36,45,NH 295,MTTHF,9:00AM - 9:50AM,1/29/2018,5/17/2018,NH,295,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-143-C,STAT,143,C,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,1:30PM - 2:20PM,2/1/2021,5/20/2021,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Nathan Sunukjian,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-143-C,STAT,143,C,100,4.00,4.00,36,36,30,36,45,NH 295,MTTHF,10:30AM - 11:20AM,9/3/2019,12/17/2019,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-143-C,STAT,143,C,100,4.00,4.00,34,36,32,36,45,NH 295,MTTHF,10:30AM - 11:20AM,9/8/2015,12/18/2015,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Gary Talsma,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-143-C,STAT,143,C,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,10:30AM - 11:20AM,9/1/2020,12/17/2020,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Mathematics Staff ,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-143-C,STAT,143,C,100,4.00,4.00,36,36,34,36,45,NH 295,MTTHF,10:30AM - 11:20AM,1/30/2017,5/18/2017,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Benjamin Dekker,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-143-C,STAT,143,C,100,4.00,4.00,34,35,36,36,45,NH 295,MTTHF,10:30AM - 11:20AM,1/28/2019,5/16/2019,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-143-C,STAT,143,C,100,4.00,4.00,36,36,36,36,45,NH 295,MTTHF,10:30AM - 11:20AM,2/3/2020,5/21/2020,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-143-C,STAT,143,C,100,4.00,4.00,34,35,30,36,45,NH 295,MTTHF,10:30AM - 11:20AM,9/4/2018,12/18/2018,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-143-C,STAT,143,C,100,4.00,4.00,36,36,33,36,45,NH 295,MTTHF,10:30AM - 11:20AM,9/6/2016,12/20/2016,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Benjamin Dekker,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-143-C,STAT,143,C,100,4.00,4.00,37,37,30,36,45,NH 295,MTTHF,10:30AM - 11:20AM,9/5/2017,12/19/2017,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-143-C,STAT,143,C,100,4.00,4.00,34,34,35,36,45,NH 295,MTTHF,10:30AM - 11:20AM,2/1/2016,5/19/2016,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Benjamin Dekker,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-143-C,STAT,143,C,100,4.00,4.00,36,37,31,36,45,NH 295,MTTHF,10:30AM - 11:20AM,1/29/2018,5/17/2018,NH,295,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-143-CPI,STAT,143,CPI,100,4.00,4.00,37,37,,,0,,,,9/5/2017,12/19/2017,,,,,,,,,,,,Probability and Statistics,Thomas Jager,Active,CPI
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-143-D,STAT,143,D,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,2:30PM - 3:20PM,2/1/2021,5/20/2021,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-143-D,STAT,143,D,100,4.00,4.00,34,35,30,36,45,NH 295,MTTHF,11:30AM - 12:20PM,9/3/2019,12/17/2019,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-143-D,STAT,143,D,100,4.00,4.00,35,36,32,36,45,NH 295,MTTHF,11:30AM - 12:20PM,9/8/2015,12/18/2015,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-143-D,STAT,143,D,100,4.00,4.00,35,36,34,36,45,NH 295,MTTHF,11:30AM - 12:20PM,1/30/2017,5/18/2017,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-143-D,STAT,143,D,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,12:30PM - 1:20PM,9/1/2020,12/17/2020,NH,295,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Probability and Statistics,Mathematics Staff ,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-143-D,STAT,143,D,100,4.00,4.00,34,34,36,36,45,NH 295,MTTHF,1:30PM - 2:20PM,2/3/2020,5/21/2020,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-143-D,STAT,143,D,100,4.00,4.00,35,35,36,36,45,NH 295,MTTHF,11:30AM - 12:20PM,1/28/2019,5/16/2019,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-143-D,STAT,143,D,100,4.00,4.00,34,36,30,36,45,NH 295,MTTHF,11:30AM - 12:20PM,9/4/2018,12/18/2018,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-143-D,STAT,143,D,100,4.00,4.00,37,36,33,36,45,NH 295,MTTHF,11:30AM - 12:20PM,9/6/2016,12/20/2016,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-143-D,STAT,143,D,100,4.00,4.00,36,37,30,36,45,NH 295,MTTHF,11:30AM - 12:20PM,9/5/2017,12/19/2017,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-143-D,STAT,143,D,100,4.00,4.00,36,36,35,36,45,NH 295,MTTHF,11:30AM - 12:20PM,2/1/2016,5/19/2016,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Benjamin Dekker,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-143-D,STAT,143,D,100,4.00,4.00,36,37,31,36,45,NH 295,MTTHF,11:30AM - 12:20PM,1/29/2018,5/17/2018,NH,295,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-143-E,STAT,143,E,100,4.00,4.00,32,35,30,36,45,NH 295,MTTHF,1:30PM - 2:20PM,9/3/2019,12/17/2019,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Gary Talsma,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-143-E,STAT,143,E,100,4.00,4.00,36,36,32,36,45,NH 295,MTTHF,1:30PM - 2:20PM,9/8/2015,12/18/2015,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-143-E,STAT,143,E,100,4.00,4.00,34,36,34,36,45,NH 295,MTTHF,1:30PM - 2:20PM,1/30/2017,5/18/2017,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Benjamin Dekker,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-143-E,STAT,143,E,100,4.00,4.00,0,,24,36,45,NH 295,MTTHF,1:30PM - 2:20PM,9/1/2020,12/17/2020,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-143-E,STAT,143,E,100,4.00,4.00,34,34,36,36,45,NH 295,MTTHF,2:30PM - 3:20PM,2/3/2020,5/21/2020,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Christopher Moseley,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-143-E,STAT,143,E,100,4.00,4.00,34,36,36,36,45,NH 295,MTTHF,1:30PM - 2:20PM,1/28/2019,5/16/2019,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-143-E,STAT,143,E,100,4.00,4.00,36,36,30,36,45,NH 295,MTTHF,1:30PM - 2:20PM,9/4/2018,12/18/2018,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-143-E,STAT,143,E,100,4.00,4.00,35,36,33,36,45,NH 295,MTTHF,1:30PM - 2:20PM,9/6/2016,12/20/2016,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Pam Plantinga,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-143-E,STAT,143,E,100,4.00,4.00,35,35,30,36,45,NH 295,MTTHF,2:30PM - 3:20PM,9/5/2017,12/19/2017,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Benjamin Dekker,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-143-E,STAT,143,E,100,4.00,4.00,37,37,35,36,45,NH 295,MTTHF,1:30PM - 2:20PM,2/1/2016,5/19/2016,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-143-E,STAT,143,E,100,4.00,4.00,34,34,31,36,45,NH 295,MTTHF,1:30PM - 2:20PM,1/29/2018,5/17/2018,NH,295,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability and Statistics,Gary Talsma,Active,LEC
