Department,Term,TermStart,AcademicYear,SectionName,SubjectCode,CourseNum,SectionCode,CourseLevelCode,MinimumCredits,FacultyLoad,Used,Day10Used,LocalMax,GlobalMax,RoomCapacity,BuildingAndRoom,MeetingDays,MeetingTime,SectionStartDate,SectionEndDate,Building,RoomNumber,MeetingStart,MeetingStartInternal,MeetingEnd,MeetingEndInternal,Monday,Tuesday,Wednesday,Thursday,Friday,ShortTitle,Faculty,SectionStatus,InstructionalMethod
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-143-F,STAT,143,F,100,4.00,4.00,34,36,32,36,45,NH 295,MTTHF,2:30PM - 3:20PM,9/8/2015,12/18/2015,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-143-F,STAT,143,F,100,4.00,4.00,33,36,34,36,45,NH 295,MTTHF,2:30PM - 3:20PM,1/30/2017,5/18/2017,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Gary Talsma,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-143-F,STAT,143,F,100,4.00,4.00,34,35,36,36,45,NH 295,MTTHF,2:30PM - 3:20PM,1/28/2019,5/16/2019,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-143-F,STAT,143,F,100,4.00,4.00,34,37,33,36,45,NH 295,MTTHF,2:30PM - 3:20PM,9/6/2016,12/20/2016,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Gary Talsma,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-143-F,STAT,143,F,100,4.00,4.00,33,35,35,36,45,NH 295,MTTHF,2:30PM - 3:20PM,2/1/2016,5/19/2016,NH,295,2:30PM,14:30:00,3:20PM,15:20:00,M,T,,TH,F,Probability and Statistics,Barbara VanHarn Adams,Active,LEC
Mathematics and Statistics,20/SU,5/27/2020,2019,STAT-143-ONLIN,STAT,143,ONLIN,100,4.00,4.00,6,,24,24,0,ON LINE,MTWTHF,,6/1/2020,7/24/2020,ON,LINE,,,,,M,T,W,TH,F,Probability and Statistics,Thomas L. Scofield,Active,ONLN
Mathematics and Statistics,17/SU,5/22/2017,2016,STAT-145-01,STAT,145,01,100,4.00,0.00,1,,,,0,,,,5/21/2017,8/11/2017,,,,,,,,,,,,Biostatistics,Gary Talsma,Active,TUT
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-145-A,STAT,145,A,100,4.00,4.00,0,,32,,44,NH 276,MTTHF,12:30PM - 1:20PM,2/1/2021,5/20/2021,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Biostatistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-145-A,STAT,145,A,100,4.00,4.00,33,33,30,36,44,NH 276,MTWF,9:00AM - 9:50AM,9/3/2019,12/17/2019,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Biostatistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-145-A,STAT,145,A,100,4.00,4.00,30,31,30,32,32,NH 259,MTTHF,9:00AM - 9:50AM,9/8/2015,12/18/2015,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Biostatistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-145-A,STAT,145,A,100,4.00,4.00,0,,32,,32,NH 259,MTWF,9:00AM - 9:50AM,9/1/2020,12/17/2020,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Biostatistics,Randall Pruim,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-145-A,STAT,145,A,100,4.00,4.00,27,30,30,32,32,NH 259,MTTHF,12:30PM - 1:20PM,1/30/2017,5/18/2017,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Biostatistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-145-A,STAT,145,A,100,4.00,4.00,26,26,28,32,44,NH 276,MTTHF,12:30PM - 1:20PM,2/3/2020,5/21/2020,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Biostatistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-145-A,STAT,145,A,100,4.00,4.00,33,33,36,36,44,NH 276,MTTHF,12:30PM - 1:20PM,1/28/2019,5/16/2019,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Biostatistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-145-A,STAT,145,A,100,4.00,4.00,25,26,36,36,32,NH 259,MTWF,9:00AM - 9:50AM,9/4/2018,12/18/2018,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,T,W,,F,Biostatistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-145-A,STAT,145,A,100,4.00,4.00,21,21,32,32,32,NH 259,MWTHF,9:00AM - 9:50AM,9/6/2016,12/20/2016,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Biostatistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-145-A,STAT,145,A,100,4.00,4.00,21,21,25,36,32,NH 259,MWTHF,9:00AM - 9:50AM,9/5/2017,12/19/2017,NH,259,9:00AM,09:00:00,9:50AM,09:50:00,M,,W,TH,F,Biostatistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-145-A,STAT,145,A,100,4.00,4.00,34,34,32,32,32,NH 259,MWTHF,12:30PM - 1:20PM,2/1/2016,5/19/2016,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,M,,W,TH,F,Biostatistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-145-A,STAT,145,A,100,4.00,4.00,32,33,28,32,44,NH 276,MTTHF,12:30PM - 1:20PM,1/29/2018,5/17/2018,NH,276,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Biostatistics,Randall Pruim,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-241-A,STAT,241,A,200,2.00,2.00,0,,32,,32,NH 259,TTH,11:30AM - 12:20PM,2/1/2021,5/20/2021,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,21/IN,1/6/2021,2020,STAT-241-A,STAT,241,A,200,2.00,2.00,0,,32,,0,,,,1/6/2021,1/26/2021,,,,,,,,,,,,Engineering Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-241-A,STAT,241,A,200,2.00,2.00,35,35,24,32,44,NH 276,TTH,10:30AM - 11:20AM,1/30/2017,5/18/2017,NH,276,10:30AM,10:30:00,11:20AM,11:20:00,,T,,TH,,Engineering Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-241-A,STAT,241,A,200,2.00,2.00,21,22,30,45,32,NH 259,TTH,10:30AM - 11:20AM,2/3/2020,5/21/2020,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-241-A,STAT,241,A,200,2.00,2.00,35,36,40,40,44,NH 276,TTH,10:30AM - 11:20AM,1/28/2019,5/16/2019,NH,276,10:30AM,10:30:00,11:20AM,11:20:00,,T,,TH,,Engineering Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-241-A,STAT,241,A,200,2.00,2.00,28,28,32,32,44,NH 276,TTH,10:30AM - 11:20AM,2/1/2016,5/19/2016,NH,276,10:30AM,10:30:00,11:20AM,11:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-241-A,STAT,241,A,200,2.00,2.00,38,40,40,45,44,NH 276,TTH,10:30AM - 11:20AM,1/29/2018,5/17/2018,NH,276,10:30AM,10:30:00,11:20AM,11:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-241-B,STAT,241,B,200,2.00,2.00,0,,32,,32,NH 259,TTH,12:30PM - 1:20PM,2/1/2021,5/20/2021,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-241-B,STAT,241,B,200,2.00,2.00,35,35,24,32,44,NH 276,TTH,11:30AM - 12:20PM,1/30/2017,5/18/2017,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,,T,,TH,,Engineering Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-241-B,STAT,241,B,200,2.00,2.00,30,30,30,45,32,NH 259,TTH,11:30AM - 12:20PM,2/3/2020,5/21/2020,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-241-B,STAT,241,B,200,2.00,2.00,32,32,32,32,32,NH 259,TTH,11:30AM - 12:20PM,1/28/2019,5/16/2019,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-241-B,STAT,241,B,200,2.00,2.00,23,24,32,32,32,NH 259,TTH,11:30AM - 12:20PM,2/1/2016,5/19/2016,NH,259,11:30AM,11:30:00,12:20PM,12:20:00,,T,,TH,,Engineering Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-241-B,STAT,241,B,200,2.00,2.00,36,36,40,45,44,NH 276,TTH,11:30AM - 12:20PM,1/29/2018,5/17/2018,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-241-C,STAT,241,C,200,2.00,2.00,25,25,32,32,32,NH 259,TTH,12:30PM - 1:20PM,1/28/2019,5/16/2019,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-241-C,STAT,241,C,200,2.00,2.00,34,35,24,32,32,NH 259,TTH,2:30PM - 3:20PM,1/30/2017,5/18/2017,NH,259,2:30PM,14:30:00,3:20PM,15:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-241-C,STAT,241,C,200,2.00,2.00,23,23,32,,32,NH 259,TTH,12:30PM - 1:20PM,2/3/2020,5/21/2020,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,,T,,TH,,Engineering Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-241-C,STAT,241,C,200,2.00,2.00,31,31,32,32,44,NH 276,TTH,8:00AM - 8:50AM,2/1/2016,5/19/2016,NH,276,8:00AM,08:00:00,8:50AM,08:50:00,,T,,TH,,Engineering Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-243-A,STAT,243,A,200,4.00,4.00,0,,35,,44,NH 276,MTTHF,11:30AM - 12:20PM,2/1/2021,5/20/2021,NH,276,11:30AM,11:30:00,12:20PM,12:20:00,M,T,,TH,F,Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-243-A,STAT,243,A,200,4.00,4.00,32,32,32,32,36,SC 222,MTTHF,9:00AM - 9:50AM,1/30/2017,5/18/2017,SC,222,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-243-A,STAT,243,A,200,4.00,4.00,38,39,35,,44,NH 276,MTTHF,9:00AM - 9:50AM,2/3/2020,5/21/2020,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-243-A,STAT,243,A,200,4.00,4.00,34,34,35,,44,NH 276,MTTHF,9:00AM - 9:50AM,1/28/2019,5/16/2019,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-243-A,STAT,243,A,200,4.00,4.00,24,25,35,,46,NH 064,MTTHF,9:00AM - 9:50AM,2/1/2016,5/19/2016,NH,064,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-243-A,STAT,243,A,200,4.00,4.00,30,32,35,,44,NH 276,MTTHF,9:00AM - 9:50AM,1/29/2018,5/17/2018,NH,276,9:00AM,09:00:00,9:50AM,09:50:00,M,T,,TH,F,Statistics,Thomas Jager,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-245-A,STAT,245,A,200,4.00,4.00,27,28,28,32,32,NH 259,MTTHF,12:30PM - 1:20PM,9/3/2019,12/17/2019,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Applied Data Analysis,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-245-A,STAT,245,A,200,4.00,4.00,0,,32,32,32,NH 259,MTTHF,12:30PM - 1:20PM,9/1/2020,12/17/2020,NH,259,12:30PM,12:30:00,1:20PM,13:20:00,M,T,,TH,F,Applied Data Analysis,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-245-A,STAT,245,A,200,4.00,4.00,16,17,28,32,20,NH 261,MTTHF,10:30AM - 11:20AM,9/4/2018,12/18/2018,NH,261,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Applied Data Analysis,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-245-A,STAT,245,A,200,4.00,4.00,13,13,28,32,32,NH 259,MTTHF,10:30AM - 11:20AM,9/5/2017,12/19/2017,NH,259,10:30AM,10:30:00,11:20AM,11:20:00,M,T,,TH,F,Applied Data Analysis,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,21/SP,2/1/2021,2020,STAT-341-A,STAT,341,A,300,3.00,3.00,0,,25,25,44,NH 276,MWF,1:30PM - 2:20PM,2/1/2021,5/20/2021,NH,276,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,,F,Computational Bayesian Stats,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-341-A,STAT,341,A,300,3.00,3.00,29,30,32,32,44,NH 276,MWF,1:30PM - 2:20PM,1/28/2019,5/16/2019,NH,276,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,,F,Computational Bayesian Stats,Randall Pruim,Active,LEC
Mathematics and Statistics,17/SP,1/30/2017,2016,STAT-341-A,STAT,341,A,300,3.00,3.00,18,20,32,32,32,NH 259,MWF,1:30PM - 2:20PM,1/30/2017,5/18/2017,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,,W,,F,Computational Bayesian Stats,Randall Pruim,Active,LEC
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-343-A,STAT,343,A,300,4.00,4.00,13,14,45,45,20,"NH 259
NH 261","MTTH
F","1:30PM - 2:20PM
2:30PM - 3:20PM",9/3/2019,12/17/2019,"NH
NH","259
261","1:30PM
2:30PM","13:30:00
14:30:00","2:20PM
3:20PM","14:20:00
15:20:00","M
","T
","
","TH
","
F",Probability & Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,15/FA,9/8/2015,2015,STAT-343-A,STAT,343,A,300,4.00,4.00,16,18,30,,20,NH 261,MTWF,1:30PM - 2:20PM,9/8/2015,12/18/2015,NH,261,1:30PM,13:30:00,2:20PM,14:20:00,M,T,W,,F,Probability & Statistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,20/FA,9/1/2020,2020,STAT-343-A,STAT,343,A,300,4.00,4.00,0,,30,,20,NH 261,MTTHF,1:30PM - 2:20PM,9/1/2020,12/17/2020,NH,261,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability & Statistics,Thomas L. Scofield,Active,LEC
Mathematics and Statistics,18/FA,9/4/2018,2018,STAT-343-A,STAT,343,A,300,4.00,4.00,13,14,45,45,32,NH 259,MTTHF,1:30PM - 2:20PM,9/4/2018,12/18/2018,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability & Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,16/FA,9/6/2016,2016,STAT-343-A,STAT,343,A,300,4.00,4.00,19,19,30,,20,NH 261,MTWF,1:30PM - 2:20PM,9/6/2016,12/20/2016,NH,261,1:30PM,13:30:00,2:20PM,14:20:00,M,T,W,,F,Probability & Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,17/FA,9/5/2017,2017,STAT-343-A,STAT,343,A,300,4.00,4.00,30,30,45,45,32,NH 259,MTTHF,1:30PM - 2:20PM,9/5/2017,12/19/2017,NH,259,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Probability & Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-344-01,STAT,344,01,300,4.00,0.00,0,1,,,0,,,,1/28/2019,5/16/2019,,,,,,,,,,,,Mathematical Statistics,Randall Pruim,Active,TUT
Mathematics and Statistics,20/SP,2/3/2020,2019,STAT-344-A,STAT,344,A,300,4.00,3.00,9,10,45,45,20,NH 261,MTTHF,1:30PM - 2:20PM,2/3/2020,5/21/2020,NH,261,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Mathematical Statistics,Stacy De Ruiter,Active,LEC
Mathematics and Statistics,16/SP,2/1/2016,2015,STAT-344-A,STAT,344,A,300,4.00,4.00,9,10,20,,20,NH 261,MWF,2:30PM - 3:45PM,2/1/2016,5/19/2016,NH,261,2:30PM,14:30:00,3:45PM,15:45:00,M,,W,,F,Mathematical Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,18/SP,1/29/2018,2017,STAT-344-A,STAT,344,A,300,4.00,4.00,22,22,45,45,44,NH 276,MTTHF,1:30PM - 2:20PM,1/29/2018,5/17/2018,NH,276,1:30PM,13:30:00,2:20PM,14:20:00,M,T,,TH,F,Mathematical Statistics,Randall Pruim,Active,LEC
Mathematics and Statistics,19/SP,1/28/2019,2018,STAT-390-01,STAT,390,01,300,3.00,0.00,1,,1,,0,,,,1/28/2019,5/16/2019,,,,,,,,,,,,Likelihood and Linear Models,Randall Pruim,Active,IND
Mathematics and Statistics,19/FA,9/3/2019,2019,STAT-390-A,STAT,390,A,300,1.00,0.00,1,1,1,,0,,,,9/3/2019,12/17/2019,,,,,,,,,,,,Actuarial Internship,Randall Pruim,Active,IND

