term,section,prefix,number,level,load,daysString,location,startTime,endTime,instructor
S,A,Math,271,200,4,FMWMWMRMTRFMTWFMTWFMTWFMTRFMTRFMTRFMTRFMTRFMTRFMTRFMTRFMTWFMWFMWFMWFMTWFMTWFMTWFMTRFMWFMWFMTRFMTRFMWFMTRFMTWFTRTRMTWRFMTWRFMTWRFMTWRFMTWFMTWFMTWFMTWFMTWFMTWFMTWFMTWFMTWFMTRFMTRFMWFMWFMTRFMTWFMTRFMTRFMTWFMTWFMTWFMTWF,NH 276,2000-01-01T14:00Z,2000-01-01T14:50Z,
