term,section,prefix,number,level,load,daysString,location,startTime,endTime,instructor,days
S,A,Math,271,200,4,FMWMWMRMTRFMTWFMTWFMTWFMTRFMTRFMTRFMTRFMTRFMTRFMTRFMTRFMTWFMWFMWFMWFMTWFMTWFMTWFMTRFMWFMWFMTRFMTRFMWFMTRFMTWFTRTRMTWRFMTWRFMTWRFMTWRFMTWFMTWFMTWFMTWFMTWFMTWFMTWFMTWFMTWFMTRFMTRFMWFMWFMTRFMTWFMTRFMTRFMTWFMTWFMTWFMTWF,NH 276,2000-01-01T14:00Z,2000-01-01T14:50Z,,"F,M,W,M,W,M,R,M,T,R,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,R,F,M,T,R,F,M,T,R,F,M,T,R,F,M,T,R,F,M,T,R,F,M,T,R,F,M,T,R,F,M,T,W,F,M,W,F,M,W,F,M,W,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,R,F,M,W,F,M,W,F,M,T,R,F,M,T,R,F,M,W,F,M,T,R,F,M,T,W,F,T,R,T,R,M,T,W,R,F,M,T,W,R,F,M,T,W,R,F,M,T,W,R,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,R,F,M,T,R,F,M,W,F,M,W,F,M,T,R,F,M,T,W,F,M,T,R,F,M,T,R,F,M,T,W,F,M,T,W,F,M,T,W,F,M,T,W,F"
